GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0099601	regulation of neurotransmitter receptor ...	47	23	22.9	0.54544
GO:2000649	regulation of sodium ion transmembrane t...	47	23	22.9	0.54544
GO:0060997	dendritic spine morphogenesis	76	37	37.02	0.54740
GO:1905515	non-motile cilium assembly	76	37	37.02	0.54740
GO:0002327	immature B cell differentiation	18	9	8.77	0.54936
GO:0006123	mitochondrial electron transport, cytoch...	18	9	8.77	0.54936
GO:0006525	arginine metabolic process	18	9	8.77	0.54936
GO:0006614	SRP-dependent cotranslational protein ta...	18	9	8.77	0.54936
GO:0006878	intracellular copper ion homeostasis	18	9	8.77	0.54936
GO:0010310	regulation of hydrogen peroxide metaboli...	18	9	8.77	0.54936
GO:0014041	regulation of neuron maturation	18	9	8.77	0.54936
GO:0031268	pseudopodium organization	18	9	8.77	0.54936
GO:0035337	fatty-acyl-CoA metabolic process	18	9	8.77	0.54936
GO:0042407	cristae formation	18	9	8.77	0.54936
GO:0043605	amide catabolic process	18	9	8.77	0.54936
GO:0044241	lipid digestion	18	9	8.77	0.54936
GO:0046755	viral budding	18	9	8.77	0.54936
GO:0048853	forebrain morphogenesis	18	9	8.77	0.54936
GO:0051905	establishment of pigment granule localiz...	18	9	8.77	0.54936
GO:0055070	copper ion homeostasis	18	9	8.77	0.54936
GO:0060572	morphogenesis of an epithelial bud	18	9	8.77	0.54936
GO:0099159	regulation of modification of postsynapt...	18	9	8.77	0.54936
GO:1905809	negative regulation of synapse organizat...	18	9	8.77	0.54936
GO:0009062	fatty acid catabolic process	105	51	51.15	0.55025
GO:2000036	regulation of stem cell population maint...	74	36	36.05	0.55040
GO:0060972	left/right pattern formation	136	66	66.25	0.55113
GO:0006305	DNA alkylation	43	21	20.95	0.55369
GO:0006306	DNA methylation	43	21	20.95	0.55369
GO:0030521	androgen receptor signaling pathway	43	21	20.95	0.55369
GO:0035136	forelimb morphogenesis	43	21	20.95	0.55369
GO:0006518	peptide metabolic process	824	400	401.4	0.55379
GO:0001578	microtubule bundle formation	132	64	64.3	0.55544
GO:0000097	sulfur amino acid biosynthetic process	16	8	7.79	0.55736
GO:0001710	mesodermal cell fate commitment	16	8	7.79	0.55736
GO:0001977	renal system process involved in regulat...	16	8	7.79	0.55736
GO:0002098	tRNA wobble uridine modification	16	8	7.79	0.55736
GO:0006044	N-acetylglucosamine metabolic process	16	8	7.79	0.55736
GO:0007096	regulation of exit from mitosis	16	8	7.79	0.55736
GO:0008212	mineralocorticoid metabolic process	16	8	7.79	0.55736
GO:0010766	negative regulation of sodium ion transp...	16	8	7.79	0.55736
GO:0014857	regulation of skeletal muscle cell proli...	16	8	7.79	0.55736
GO:0021978	telencephalon regionalization	16	8	7.79	0.55736
GO:0035721	intraciliary retrograde transport	16	8	7.79	0.55736
GO:0045725	positive regulation of glycogen biosynth...	16	8	7.79	0.55736
GO:0046185	aldehyde catabolic process	16	8	7.79	0.55736
GO:0055057	neuroblast division	16	8	7.79	0.55736
GO:0060026	convergent extension	16	8	7.79	0.55736
GO:0060044	negative regulation of cardiac muscle ce...	16	8	7.79	0.55736
GO:0061029	eyelid development in camera-type eye	16	8	7.79	0.55736
GO:0071801	regulation of podosome assembly	16	8	7.79	0.55736
GO:0080154	regulation of fertilization	16	8	7.79	0.55736
GO:0141005	retrotransposon silencing by heterochrom...	16	8	7.79	0.55736
GO:2001267	regulation of cysteine-type endopeptidas...	16	8	7.79	0.55736
GO:0007368	determination of left/right symmetry	130	63	63.33	0.55765
GO:0006636	unsaturated fatty acid biosynthetic proc...	41	20	19.97	0.55814
GO:0048730	epidermis morphogenesis	41	20	19.97	0.55814
GO:0051972	regulation of telomerase activity	41	20	19.97	0.55814
GO:0099633	protein localization to postsynaptic spe...	41	20	19.97	0.55814
GO:0099645	neurotransmitter receptor localization t...	41	20	19.97	0.55814
GO:0120033	negative regulation of plasma membrane b...	41	20	19.97	0.55814
GO:0040029	epigenetic regulation of gene expression	225	109	109.61	0.55877
GO:0017148	negative regulation of translation	128	62	62.35	0.55989
GO:0061337	cardiac conduction	68	33	33.13	0.55995
GO:2000058	regulation of ubiquitin-dependent protei...	159	77	77.46	0.56020
GO:0048814	regulation of dendrite morphogenesis	97	47	47.25	0.56052
GO:0010092	specification of animal organ identity	39	19	19	0.56284
GO:0021983	pituitary gland development	39	19	19	0.56284
GO:0030488	tRNA methylation	39	19	19	0.56284
GO:0050931	pigment cell differentiation	39	19	19	0.56284
GO:0060674	placenta blood vessel development	39	19	19	0.56284
GO:0170033	L-amino acid metabolic process	155	75	75.51	0.56422
GO:0042752	regulation of circadian rhythm	124	60	60.41	0.56448
GO:0002674	negative regulation of acute inflammator...	14	7	6.82	0.56662
GO:0003353	positive regulation of cilium movement	14	7	6.82	0.56662
GO:0006490	oligosaccharide-lipid intermediate biosy...	14	7	6.82	0.56662
GO:0009169	purine ribonucleoside monophosphate cata...	14	7	6.82	0.56662
GO:0009173	pyrimidine ribonucleoside monophosphate ...	14	7	6.82	0.56662
GO:0010457	centriole-centriole cohesion	14	7	6.82	0.56662
GO:0014820	tonic smooth muscle contraction	14	7	6.82	0.56662
GO:0016558	protein import into peroxisome matrix	14	7	6.82	0.56662
GO:0019511	peptidyl-proline hydroxylation	14	7	6.82	0.56662
GO:0030432	peristalsis	14	7	6.82	0.56662
GO:0035630	bone mineralization involved in bone mat...	14	7	6.82	0.56662
GO:0036258	multivesicular body assembly	14	7	6.82	0.56662
GO:0046049	UMP metabolic process	14	7	6.82	0.56662
GO:0046415	urate metabolic process	14	7	6.82	0.56662
GO:0046549	retinal cone cell development	14	7	6.82	0.56662
GO:0046886	positive regulation of hormone biosynthe...	14	7	6.82	0.56662
GO:0048070	regulation of developmental pigmentation	14	7	6.82	0.56662
GO:0048733	sebaceous gland development	14	7	6.82	0.56662
GO:0051127	positive regulation of actin nucleation	14	7	6.82	0.56662
GO:0051280	negative regulation of release of seques...	14	7	6.82	0.56662
GO:0051610	serotonin uptake	14	7	6.82	0.56662
GO:0051917	regulation of fibrinolysis	14	7	6.82	0.56662
GO:0060040	retinal bipolar neuron differentiation	14	7	6.82	0.56662
GO:0071679	commissural neuron axon guidance	14	7	6.82	0.56662
GO:0097499	protein localization to non-motile ciliu...	14	7	6.82	0.56662
GO:1900272	negative regulation of long-term synapti...	14	7	6.82	0.56662
GO:1901533	negative regulation of hematopoietic pro...	14	7	6.82	0.56662
GO:1903599	positive regulation of autophagy of mito...	14	7	6.82	0.56662
GO:1904753	negative regulation of vascular associat...	14	7	6.82	0.56662
GO:1904948	midbrain dopaminergic neuron differentia...	14	7	6.82	0.56662
GO:2000035	regulation of stem cell division	14	7	6.82	0.56662
GO:2000105	positive regulation of DNA-templated DNA...	14	7	6.82	0.56662
GO:0000002	mitochondrial genome maintenance	37	18	18.02	0.56781
GO:0021846	cell proliferation in forebrain	37	18	18.02	0.56781
GO:0033687	osteoblast proliferation	37	18	18.02	0.56781
GO:1903035	negative regulation of response to wound...	91	44	44.33	0.56884
GO:0042472	inner ear morphogenesis	120	58	58.46	0.56923
GO:0031122	cytoplasmic microtubule organization	62	30	30.2	0.57046
GO:0097479	synaptic vesicle localization	62	30	30.2	0.57046
GO:0030518	intracellular steroid hormone receptor s...	118	57	57.48	0.57167
GO:0036465	synaptic vesicle recycling	89	43	43.36	0.57174
GO:0044282	small molecule catabolic process	337	163	164.17	0.57248
GO:0000038	very long-chain fatty acid metabolic pro...	35	17	17.05	0.57310
GO:0007340	acrosome reaction	35	17	17.05	0.57310
GO:0009187	cyclic nucleotide metabolic process	35	17	17.05	0.57310
GO:0044319	wound healing, spreading of cells	35	17	17.05	0.57310
GO:0048499	synaptic vesicle membrane organization	35	17	17.05	0.57310
GO:0048714	positive regulation of oligodendrocyte d...	35	17	17.05	0.57310
GO:0090505	epiboly involved in wound healing	35	17	17.05	0.57310
GO:0032006	regulation of TOR signaling	143	69	69.66	0.57698
GO:0002158	osteoclast proliferation	12	6	5.85	0.57760
GO:0006047	UDP-N-acetylglucosamine metabolic proces...	12	6	5.85	0.57760
GO:0006686	sphingomyelin biosynthetic process	12	6	5.85	0.57760
GO:0006705	mineralocorticoid biosynthetic process	12	6	5.85	0.57760
GO:0007320	insemination	12	6	5.85	0.57760
GO:0007440	foregut morphogenesis	12	6	5.85	0.57760
GO:0009068	aspartate family amino acid catabolic pr...	12	6	5.85	0.57760
GO:0009071	serine family amino acid catabolic proce...	12	6	5.85	0.57760
GO:0009111	vitamin catabolic process	12	6	5.85	0.57760
GO:0009133	nucleoside diphosphate biosynthetic proc...	12	6	5.85	0.57760
GO:0009222	pyrimidine ribonucleotide catabolic proc...	12	6	5.85	0.57760
GO:0010624	regulation of Schwann cell proliferation	12	6	5.85	0.57760
GO:0014816	skeletal muscle satellite cell different...	12	6	5.85	0.57760
GO:0014824	artery smooth muscle contraction	12	6	5.85	0.57760
GO:0014832	urinary bladder smooth muscle contractio...	12	6	5.85	0.57760
GO:0014842	regulation of skeletal muscle satellite ...	12	6	5.85	0.57760
GO:0019227	neuronal action potential propagation	12	6	5.85	0.57760
GO:0032754	positive regulation of interleukin-5 pro...	12	6	5.85	0.57760
GO:0033139	regulation of peptidyl-serine phosphoryl...	12	6	5.85	0.57760
GO:0033275	actin-myosin filament sliding	12	6	5.85	0.57760
GO:0034333	adherens junction assembly	12	6	5.85	0.57760
GO:0036302	atrioventricular canal development	12	6	5.85	0.57760
GO:0042976	activation of Janus kinase activity	12	6	5.85	0.57760
GO:0043653	mitochondrial fragmentation involved in ...	12	6	5.85	0.57760
GO:0044027	negative regulation of gene expression v...	12	6	5.85	0.57760
GO:0045117	azole transmembrane transport	12	6	5.85	0.57760
GO:0046166	glyceraldehyde-3-phosphate biosynthetic ...	12	6	5.85	0.57760
GO:0046689	response to mercury ion	12	6	5.85	0.57760
GO:0046753	non-lytic viral release	12	6	5.85	0.57760
GO:0060297	regulation of sarcomere organization	12	6	5.85	0.57760
GO:0060379	cardiac muscle cell myoblast differentia...	12	6	5.85	0.57760
GO:0060628	regulation of ER to Golgi vesicle-mediat...	12	6	5.85	0.57760
GO:0061669	spontaneous neurotransmitter secretion	12	6	5.85	0.57760
GO:0070445	regulation of oligodendrocyte progenitor...	12	6	5.85	0.57760
GO:0070586	cell-cell adhesion involved in gastrulat...	12	6	5.85	0.57760
GO:0070593	dendrite self-avoidance	12	6	5.85	0.57760
GO:0070831	basement membrane assembly	12	6	5.85	0.57760
GO:0071468	cellular response to acidic pH	12	6	5.85	0.57760
GO:0071803	positive regulation of podosome assembly	12	6	5.85	0.57760
GO:0072044	collecting duct development	12	6	5.85	0.57760
GO:0072182	regulation of nephron tubule epithelial ...	12	6	5.85	0.57760
GO:0072584	caveolin-mediated endocytosis	12	6	5.85	0.57760
GO:0072697	protein localization to cell cortex	12	6	5.85	0.57760
GO:0072711	cellular response to hydroxyurea	12	6	5.85	0.57760
GO:0098870	action potential propagation	12	6	5.85	0.57760
GO:1900121	negative regulation of receptor binding	12	6	5.85	0.57760
GO:1901029	negative regulation of mitochondrial out...	12	6	5.85	0.57760
GO:1901072	glucosamine-containing compound cataboli...	12	6	5.85	0.57760
GO:1901503	ether biosynthetic process	12	6	5.85	0.57760
GO:1902513	regulation of organelle transport along ...	12	6	5.85	0.57760
GO:1905941	positive regulation of gonad development	12	6	5.85	0.57760
GO:1990918	double-strand break repair involved in m...	12	6	5.85	0.57760
GO:2000756	regulation of peptidyl-lysine acetylatio...	12	6	5.85	0.57760
GO:2001054	negative regulation of mesenchymal cell ...	12	6	5.85	0.57760
GO:0006352	DNA-templated transcription initiation	172	83	83.79	0.57795
GO:0002209	behavioral defense response	58	28	28.25	0.57811
GO:0007140	male meiotic nuclear division	58	28	28.25	0.57811
GO:0051123	RNA polymerase II preinitiation complex ...	58	28	28.25	0.57811
GO:0009072	aromatic amino acid metabolic process	33	16	16.08	0.57875
GO:0022410	circadian sleep/wake cycle process	33	16	16.08	0.57875
GO:0035115	embryonic forelimb morphogenesis	33	16	16.08	0.57875
GO:1902110	positive regulation of mitochondrial mem...	33	16	16.08	0.57875
GO:0033559	unsaturated fatty acid metabolic process	112	54	54.56	0.57926
GO:0048609	multicellular organismal reproductive pr...	894	433	435.5	0.58135
GO:0048538	thymus development	56	27	27.28	0.58215
GO:0044782	cilium organization	416	201	202.65	0.58424
GO:0009954	proximal/distal pattern formation	31	15	15.1	0.58480
GO:0033688	regulation of osteoblast proliferation	31	15	15.1	0.58480
GO:0055022	negative regulation of cardiac muscle ti...	31	15	15.1	0.58480
GO:0060512	prostate gland morphogenesis	31	15	15.1	0.58480
GO:0061117	negative regulation of heart growth	31	15	15.1	0.58480
GO:0097205	renal filtration	31	15	15.1	0.58480
GO:0032504	multicellular organism reproduction	954	462	464.73	0.58482
GO:0010823	negative regulation of mitochondrion org...	54	26	26.31	0.58636
GO:0051146	striated muscle cell differentiation	346	167	168.55	0.58785
GO:0003016	respiratory system process	52	25	25.33	0.59074
GO:0003351	epithelial cilium movement involved in e...	52	25	25.33	0.59074
GO:0014904	myotube cell development	52	25	25.33	0.59074
GO:0016073	snRNA metabolic process	52	25	25.33	0.59074
GO:0032330	regulation of chondrocyte differentiatio...	52	25	25.33	0.59074
GO:1904263	positive regulation of TORC1 signaling	52	25	25.33	0.59074
GO:0007585	respiratory gaseous exchange by respirat...	77	37	37.51	0.59077
GO:0000244	spliceosomal tri-snRNP complex assembly	10	5	4.87	0.59105
GO:0002084	protein depalmitoylation	10	5	4.87	0.59105
GO:0003097	renal water transport	10	5	4.87	0.59105
GO:0003149	membranous septum morphogenesis	10	5	4.87	0.59105
GO:0003330	regulation of extracellular matrix const...	10	5	4.87	0.59105
GO:0006283	transcription-coupled nucleotide-excisio...	10	5	4.87	0.59105
GO:0006388	tRNA splicing, via endonucleolytic cleav...	10	5	4.87	0.59105
GO:0006482	protein demethylation	10	5	4.87	0.59105
GO:0006646	phosphatidylethanolamine biosynthetic pr...	10	5	4.87	0.59105
GO:0006971	hypotonic response	10	5	4.87	0.59105
GO:0007128	meiotic prophase I	10	5	4.87	0.59105
GO:0007567	parturition	10	5	4.87	0.59105
GO:0008214	protein dealkylation	10	5	4.87	0.59105
GO:0008343	adult feeding behavior	10	5	4.87	0.59105
GO:0008354	germ cell migration	10	5	4.87	0.59105
GO:0009138	pyrimidine nucleoside diphosphate metabo...	10	5	4.87	0.59105
GO:0009650	UV protection	10	5	4.87	0.59105
GO:0010728	regulation of hydrogen peroxide biosynth...	10	5	4.87	0.59105
GO:0010745	negative regulation of macrophage derive...	10	5	4.87	0.59105
GO:0015858	nucleoside transport	10	5	4.87	0.59105
GO:0016479	negative regulation of transcription by ...	10	5	4.87	0.59105
GO:0021612	facial nerve structural organization	10	5	4.87	0.59105
GO:0030853	negative regulation of granulocyte diffe...	10	5	4.87	0.59105
GO:0032988	protein-RNA complex disassembly	10	5	4.87	0.59105
GO:0033299	secretion of lysosomal enzymes	10	5	4.87	0.59105
GO:0033504	floor plate development	10	5	4.87	0.59105
GO:0033869	nucleoside bisphosphate catabolic proces...	10	5	4.87	0.59105
GO:0034031	ribonucleoside bisphosphate catabolic pr...	10	5	4.87	0.59105
GO:0034034	purine nucleoside bisphosphate catabolic...	10	5	4.87	0.59105
GO:0034091	regulation of maintenance of sister chro...	10	5	4.87	0.59105
GO:0034351	negative regulation of glial cell apopto...	10	5	4.87	0.59105
GO:0035562	negative regulation of chromatin binding	10	5	4.87	0.59105
GO:0035646	endosome to melanosome transport	10	5	4.87	0.59105
GO:0043485	endosome to pigment granule transport	10	5	4.87	0.59105
GO:0044341	sodium-dependent phosphate transport	10	5	4.87	0.59105
GO:0048757	pigment granule maturation	10	5	4.87	0.59105
GO:0048934	peripheral nervous system neuron differe...	10	5	4.87	0.59105
GO:0048935	peripheral nervous system neuron develop...	10	5	4.87	0.59105
GO:0051292	nuclear pore complex assembly	10	5	4.87	0.59105
GO:0051324	prophase	10	5	4.87	0.59105
GO:0051775	response to redox state	10	5	4.87	0.59105
GO:0051918	negative regulation of fibrinolysis	10	5	4.87	0.59105
GO:0061668	mitochondrial ribosome assembly	10	5	4.87	0.59105
GO:0070099	regulation of chemokine-mediated signali...	10	5	4.87	0.59105
GO:0071649	regulation of chemokine (C-C motif) liga...	10	5	4.87	0.59105
GO:0071830	triglyceride-rich lipoprotein particle c...	10	5	4.87	0.59105
GO:0072674	multinuclear osteoclast differentiation	10	5	4.87	0.59105
GO:0086015	SA node cell action potential	10	5	4.87	0.59105
GO:0086018	SA node cell to atrial cardiac muscle ce...	10	5	4.87	0.59105
GO:0086064	cell communication by electrical couplin...	10	5	4.87	0.59105
GO:0086070	SA node cell to atrial cardiac muscle ce...	10	5	4.87	0.59105
GO:0090084	negative regulation of inclusion body as...	10	5	4.87	0.59105
GO:0098598	learned vocalization behavior or vocal l...	10	5	4.87	0.59105
GO:0098734	macromolecule depalmitoylation	10	5	4.87	0.59105
GO:0098828	modulation of inhibitory postsynaptic po...	10	5	4.87	0.59105
GO:0099525	presynaptic dense core vesicle exocytosi...	10	5	4.87	0.59105
GO:0099547	regulation of translation at synapse, mo...	10	5	4.87	0.59105
GO:1900103	positive regulation of endoplasmic retic...	10	5	4.87	0.59105
GO:1902031	regulation of NADP metabolic process	10	5	4.87	0.59105
GO:1902035	positive regulation of hematopoietic ste...	10	5	4.87	0.59105
GO:1904396	regulation of neuromuscular junction dev...	10	5	4.87	0.59105
GO:1904851	positive regulation of establishment of ...	10	5	4.87	0.59105
